AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260206-002510,2026-02-04T10:51:57.122Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,4.435e-12,20.7,0.006
ALT-20260206-002386,2026-02-04T10:56:17.867Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,2.838e-12,33.3,0.019
ALT-20260206-000745,2026-02-04T10:57:20.952Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-3.3,6.41e-12,35.7,0.66
ALT-20260206-000560,2026-02-04T10:57:25.745Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.75% — transient microloop,-3.4,7.871e-12,24.0,0.75
ALT-20260206-000829,2026-02-04T10:57:39.289Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.14% — transient microloop,-3.2,7.578e-12,20.0,0.14
ALT-20260206-000509,2026-02-04T10:58:38.085Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.293e-12,41.8,0.048
ALT-20260206-002460,2026-02-04T10:59:14.643Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.37% — transient microloop,-3.2,7.48e-13,42.1,0.37
ALT-20260206-000758,2026-02-04T10:59:26.802Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.62% — transient microloop,-3.5,7.587e-12,34.2,0.62
ALT-20260206-001740,2026-02-04T11:00:36.703Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-3.3,1.01e-12,25.5,0.61
ALT-20260206-002411,2026-02-04T11:02:05.877Z,GNB-MEL-3011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,2.747e-12,42.1,0.043
ALT-20260206-002206,2026-02-04T11:03:49.452Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.51% — transient microloop,-3.4,2.901e-12,32.2,0.51
ALT-20260206-002233,2026-02-04T11:04:29.068Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.022e-12,38.1,0.013
ALT-20260206-000630,2026-02-04T11:04:31.826Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,2.163e-12,22.6,0.042
ALT-20260206-002584,2026-02-04T11:07:26.756Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,1.644e-12,34.4,0.041
ALT-20260206-002166,2026-02-04T11:08:42.254Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,3.76e-12,16.3,0.036
ALT-20260206-002103,2026-02-04T11:08:57.955Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.63% — transient microloop,-2.6,8.06e-13,36.4,0.63
ALT-20260206-001508,2026-02-04T11:10:35.313Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,6.848e-12,40.8,0.029
ALT-20260206-000691,2026-02-04T11:13:38.020Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,7.531e-12,32.3,0.005
ALT-20260206-000471,2026-02-04T11:13:45.690Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.24% — transient microloop,-3.1,4.648e-12,26.9,0.24
ALT-20260206-000547,2026-02-04T11:14:43.246Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,3.019e-12,38.7,0.028
ALT-20260206-002037,2026-02-04T11:14:55.083Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.19% — transient microloop,-3.1,4.88e-12,37.9,0.19
ALT-20260206-001273,2026-02-04T11:15:02.665Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.31% — transient microloop,-2.9,2.322e-12,25.1,0.31
ALT-20260206-002670,2026-02-04T11:18:48.844Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,8.788e-12,27.4,0.042
ALT-20260206-001220,2026-02-04T11:19:57.430Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.34% — transient microloop,-3.1,1.494e-12,36.7,0.34
ALT-20260206-000799,2026-02-04T11:20:07.358Z,GNB-MEL-3021,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,4.768e-12,43.4,0.046
ALT-20260206-002152,2026-02-04T11:21:07.312Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,7.991e-12,22.2,0.003
ALT-20260206-002479,2026-02-04T11:21:09.146Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 71.5% — routine process spike,-3.2,8.647e-12,71.5,0.025
ALT-20260206-001450,2026-02-04T11:21:43.958Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.407e-12,29.9,0.011
ALT-20260206-001437,2026-02-04T11:22:17.582Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,6.606e-12,15.0,0.013
ALT-20260206-002475,2026-02-04T11:22:56.700Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,3.671e-12,42.5,0.005
ALT-20260206-002897,2026-02-04T11:23:45.869Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,7.541e-12,31.4,0.047
ALT-20260206-002417,2026-02-04T11:25:31.751Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-2.9,2.297e-12,16.6,0.33
ALT-20260206-000518,2026-02-04T11:26:44.378Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.45% — transient microloop,-3.0,4.963e-12,20.0,0.45
ALT-20260206-002315,2026-02-04T11:29:33.728Z,AGG-BNE-CENTRAL-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,4.69e-12,30.8,0.025
ALT-20260206-001709,2026-02-04T11:31:45.304Z,GNB-SYD-2042,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,4.387e-12,23.5,0.024
ALT-20260206-001842,2026-02-04T11:33:41.629Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.39% — transient microloop,-3.0,6.19e-12,20.1,0.39
ALT-20260206-002051,2026-02-04T11:34:18.536Z,GNB-MEL-3011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,4.737e-12,15.9,0.047
ALT-20260206-001344,2026-02-04T11:34:48.782Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.59% — transient microloop,-2.9,1.554e-12,18.2,0.59
ALT-20260206-001259,2026-02-04T11:36:13.914Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-3.1,6.1e-14,41.7,0.33
ALT-20260206-000286,2026-02-04T11:37:00.566Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-2.8,3.966e-12,39.5,0.66
ALT-20260206-002908,2026-02-04T11:39:19.982Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 75.0% — routine process spike,-3.3,5.951e-12,75.0,0.03
ALT-20260206-000033,2026-02-04T11:39:25.642Z,LINK-MEL-AGG-EAST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,3.143e-12,16.5,0.024
ALT-20260206-002063,2026-02-04T11:40:17.102Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 57.2% — routine process spike,-3.1,1.502e-12,57.2,0.039
ALT-20260206-000436,2026-02-04T11:42:54.105Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.425e-12,18.3,0.026
ALT-20260206-000105,2026-02-04T11:43:10.056Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,8.244e-12,42.6,0.022
ALT-20260206-001897,2026-02-04T11:43:33.839Z,AGG-SYD-NORTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 74.1% — routine process spike,-2.8,6.082e-12,74.1,0.026
ALT-20260206-000411,2026-02-04T11:44:00.009Z,AGG-SYD-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.49e-13,21.9,0.042
ALT-20260206-000663,2026-02-04T11:44:30.570Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.21% — transient microloop,-3.0,1.083e-12,29.6,0.21
ALT-20260206-002895,2026-02-04T11:44:37.798Z,AGG-MEL-WEST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.11% — transient microloop,-3.1,9.327e-12,39.2,0.11
ALT-20260206-001716,2026-02-04T11:45:16.050Z,GNB-BNE-4012,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.5,4.378e-12,16.0,0.025
ALT-20260206-002802,2026-02-04T11:45:29.126Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-2.5,9.766e-12,40.2,0.48
ALT-20260206-001887,2026-02-04T11:45:38.908Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.647e-12,36.5,0.001
ALT-20260206-001909,2026-02-04T11:46:09.803Z,AGG-MEL-WEST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,2.832e-12,38.7,0.021
ALT-20260206-001552,2026-02-04T11:46:56.505Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,3.183e-12,26.7,0.022
ALT-20260206-001689,2026-02-04T11:47:08.526Z,AGG-BNE-CENTRAL-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 66.7% — routine process spike,-2.9,4.648e-12,66.7,0.039
ALT-20260206-000355,2026-02-04T11:52:38.639Z,AGG-SYD-NORTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,3.267e-12,28.7,0.013
ALT-20260206-001989,2026-02-04T11:53:50.665Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,8.749e-12,32.8,0.011
ALT-20260206-001940,2026-02-04T11:54:05.411Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,7.192e-12,21.1,0.013
ALT-20260206-000145,2026-02-04T11:54:45.599Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,3.029e-12,27.2,0.007
ALT-20260206-001328,2026-02-04T12:01:34.126Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.63% — transient microloop,-3.2,5.521e-12,34.2,0.63
ALT-20260206-001859,2026-02-04T12:01:41.876Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 73.4% — routine process spike,-2.6,3.322e-12,73.4,0.047
ALT-20260206-002590,2026-02-04T12:02:50.582Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-2.7,1.957e-12,27.8,0.42
ALT-20260206-002363,2026-02-04T12:03:03.456Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.13% — transient microloop,-2.9,5.023e-12,39.2,0.13
ALT-20260206-001419,2026-02-04T12:03:16.780Z,AGG-SYD-NORTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.26% — transient microloop,-2.9,7.161e-12,26.8,0.26
ALT-20260206-001889,2026-02-04T12:03:22.888Z,AGG-BNE-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,4.513e-12,37.3,0.024
ALT-20260206-002227,2026-02-04T12:04:29.667Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,2.8e-12,23.8,0.03
ALT-20260206-000703,2026-02-04T12:05:42.614Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,9.13e-12,25.8,0.005
ALT-20260206-000671,2026-02-04T12:05:58.560Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.23% — transient microloop,-3.5,1.079e-12,20.7,0.23
ALT-20260206-000888,2026-02-04T12:06:07.302Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,5.66e-12,41.1,0.031
ALT-20260206-000294,2026-02-04T12:07:57.314Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.41% — transient microloop,-2.8,8.723e-12,22.3,0.41
ALT-20260206-000746,2026-02-04T12:09:43.260Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-2.7,1.147e-12,25.0,0.48
ALT-20260206-000035,2026-02-04T12:10:07.514Z,AGG-BNE-CENTRAL-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.18% — transient microloop,-2.6,2.47e-12,32.8,0.18
ALT-20260206-000314,2026-02-04T12:10:08.889Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 59.4% — routine process spike,-3.0,6.14e-13,59.4,0.047
ALT-20260206-000610,2026-02-04T12:12:15.061Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-2.9,5.833e-12,25.4,0.61
ALT-20260206-002808,2026-02-04T12:12:28.826Z,LINK-SYD-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,3.59e-13,18.1,0.05
ALT-20260206-000406,2026-02-04T12:13:15.163Z,GNB-MEL-3021,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.7,3.114e-12,17.6,0.023
ALT-20260206-001351,2026-02-04T12:14:19.803Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,7.125e-12,41.1,0.026
ALT-20260206-001841,2026-02-04T12:14:43.869Z,AGG-BNE-CENTRAL-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,5.573e-12,19.3,0.048
ALT-20260206-000383,2026-02-04T12:19:24.772Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.033e-12,24.4,0.044
ALT-20260206-000024,2026-02-04T12:19:56.796Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.26% — transient microloop,-2.6,8.598e-12,17.1,0.26
ALT-20260206-000783,2026-02-04T12:22:23.116Z,CORE-SYD-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 69.4% — routine process spike,-3.0,4.373e-12,69.4,0.004
ALT-20260206-000557,2026-02-04T12:23:35.896Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.12% — transient microloop,-2.8,3.88e-13,17.2,0.12
ALT-20260206-000612,2026-02-04T12:24:27.489Z,GNB-SYD-2041,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.6,8.031e-12,43.7,0.044
ALT-20260206-000038,2026-02-04T12:24:58.028Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.8% — transient microloop,-2.5,7.42e-13,21.4,0.8
ALT-20260206-000548,2026-02-04T12:26:03.653Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,9.57e-12,30.6,0.039
ALT-20260206-000447,2026-02-04T12:30:20.106Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.21% — transient microloop,-3.4,9.419e-12,44.3,0.21
ALT-20260206-000313,2026-02-04T12:30:45.372Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.5,7.4e-14,19.1,0.032
ALT-20260206-000322,2026-02-04T12:30:48.801Z,AGG-BNE-SOUTH-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.39e-13,42.9,0.016
ALT-20260206-000102,2026-02-04T12:33:08.106Z,CORE-SYD-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-2.9,2.92e-12,21.9,0.42
ALT-20260206-002243,2026-02-04T12:33:30.202Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.55% — transient microloop,-2.6,8.944e-12,32.7,0.55
ALT-20260206-000182,2026-02-04T12:34:04.155Z,LINK-MEL-AGG-WEST-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.0,7.547e-12,37.8,0.022
ALT-20260206-001381,2026-02-04T12:37:10.607Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,3.143e-12,42.2,0.04
ALT-20260206-002010,2026-02-04T12:40:33.550Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,1.692e-12,27.1,0.011
ALT-20260206-001355,2026-02-04T12:42:01.345Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,3.244e-12,44.6,0.047
ALT-20260206-000177,2026-02-04T12:42:11.819Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.4% — transient microloop,-3.1,6.405e-12,23.7,0.4
ALT-20260206-001516,2026-02-04T12:44:04.995Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 66.3% — routine process spike,-2.5,6.307e-12,66.3,0.027
ALT-20260206-002237,2026-02-04T12:44:34.071Z,AGG-MEL-EAST-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 62.6% — routine process spike,-3.3,4.225e-12,62.6,0.049
ALT-20260206-001911,2026-02-04T12:44:56.437Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,3.826e-12,19.7,0.022
ALT-20260206-001644,2026-02-04T12:45:07.164Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,4.013e-12,20.5,0.037
ALT-20260206-000219,2026-02-04T12:45:38.674Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-3.2,8.1e-13,34.8,0.48
ALT-20260206-001520,2026-02-04T12:48:06.968Z,LINK-SYD-MEL-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.4,3.629e-12,29.5,0.012
ALT-20260206-000069,2026-02-04T12:50:59.461Z,AGG-SYD-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 62.7% — routine process spike,-3.3,2.147e-12,62.7,0.017
ALT-20260206-000158,2026-02-04T12:51:40.821Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.15% — transient microloop,-3.2,6.334e-12,31.5,0.15
ALT-20260206-000238,2026-02-04T12:53:04.849Z,LINK-MEL-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.2,2.116e-12,32.2,0.031
ALT-20260206-001041,2026-02-04T12:55:25.611Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.72% — transient microloop,-3.0,4.467e-12,26.1,0.72
ALT-20260206-000573,2026-02-04T12:55:30.767Z,AGG-BNE-SOUTH-01,AggSwitch,HIGH_CPU,WARNING,CPU utilization 72.8% — routine process spike,-3.3,7.338e-12,72.8,0.036
ALT-20260206-000329,2026-02-04T12:55:43.266Z,AGG-SYD-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.6% — transient microloop,-2.9,7.399e-12,24.5,0.6
ALT-20260206-000380,2026-02-04T12:56:57.605Z,LINK-SYD-AGG-NORTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.3,3.969e-12,24.2,0.035
ALT-20260206-000075,2026-02-04T13:01:54.349Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,1.825e-12,22.8,0.016
ALT-20260206-002259,2026-02-04T13:02:07.305Z,GNB-SYD-2043,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,5.08e-12,43.9,0.038
ALT-20260206-002380,2026-02-04T13:02:10.879Z,AGG-MEL-EAST-01,AggSwitch,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,6.747e-12,32.7,0.04
ALT-20260206-002764,2026-02-04T13:02:11.050Z,CORE-BNE-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 61.7% — routine process spike,-3.4,8.518e-12,61.7,0.015
ALT-20260206-000963,2026-02-04T13:03:22.092Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,3.779e-12,40.0,0.029
ALT-20260206-002178,2026-02-04T13:04:02.497Z,GNB-MEL-3011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-3.1,2.805e-12,23.7,0.029
ALT-20260206-001307,2026-02-04T13:04:40.869Z,CORE-MEL-01,CoreRouter,HIGH_CPU,WARNING,CPU utilization 58.6% — routine process spike,-3.0,6e-12,58.6,0.008
ALT-20260206-001561,2026-02-04T13:05:02.697Z,CORE-BNE-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.11% — transient microloop,-2.8,5.422e-12,42.6,0.11
ALT-20260206-002825,2026-02-04T13:05:17.445Z,CORE-MEL-01,CoreRouter,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-3.4,2.693e-12,23.4,0.42
ALT-20260206-002488,2026-02-04T13:10:34.450Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.65% — transient microloop,-2.9,3.279e-12,23.8,0.65
ALT-20260206-000609,2026-02-04T13:11:17.032Z,AGG-BNE-SOUTH-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-3.1,5.865e-12,30.5,0.35
ALT-20260206-002303,2026-02-04T13:12:05.437Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,9e-12,29.4,0.016
ALT-20260206-002057,2026-02-04T13:13:28.673Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.33% — transient microloop,-3.5,5.833e-12,44.6,0.33
ALT-20260206-002775,2026-02-04T13:13:48.526Z,GNB-BNE-4011,BaseStation,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.8,9.336e-12,32.8,0.02
ALT-20260206-000451,2026-02-04T13:13:49.695Z,LINK-BNE-AGG-SOUTH-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,4.808e-12,17.9,0.01
ALT-20260206-000834,2026-02-04T13:15:06.038Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,5.6e-14,22.1,0.006
ALT-20260206-000492,2026-02-04T13:15:09.954Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,4.04e-12,44.0,0.019
ALT-20260206-001783,2026-02-04T13:17:50.889Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.48% — transient microloop,-2.7,9.659e-12,24.5,0.48
ALT-20260206-002350,2026-02-04T13:21:26.846Z,AGG-MEL-EAST-01,AggSwitch,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.46% — transient microloop,-3.0,5.173e-12,39.4,0.46
ALT-20260206-000955,2026-02-04T13:22:19.248Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.31% — transient microloop,-2.6,1.611e-12,28.2,0.31
ALT-20260206-000818,2026-02-04T13:23:40.219Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,4.602e-12,38.0,0.032
ALT-20260206-000903,2026-02-04T13:24:02.051Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,3.485e-12,19.8,0.025
ALT-20260206-000522,2026-02-04T13:24:24.640Z,LINK-SYD-BNE-FIBRE-01,TransportLink,SERVICE_DEGRADATION,MINOR,Brief latency increase on link — within SLA,-2.9,8.902e-12,31.9,0.033
